workdays,days_per_week,hours_per_week,is_remote,is_flexible
شنبه تا چهارشنبه(شناور),,,0,0
شنبه الی چهارشنبه ساعت 8:30 تا 17,5,51,0,0
ندارد,,,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنه ساعت 7 الی 16:30,1,9.5,0,0
شنبه تا چهارشنبه ساعت 7:30 تا 16:30 - در صورت نیاز اضافه کاری دارد,5,54,0,0
ایام هفته 8.30 الی 16.30,,,0,0
6:45 الی 14:30,,,0,0
شنبه الی چهارشنبه از ساعت 07:30 الی 17:30  /  پنجشنبه ها و جمعه ها تعطیل,6,70,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا پنجشنبه 8 الی 17,6,63,0,0
9am to 18am,,,0,0
6:45 الی 14:30,,,0,0
شنبه تا چهارشنبه ساعت 8:30  الی 17 - پنجشنبه ها از ساعت 9 الی13,6,59,0,0
شنبه تا چهارشنبه 8:00 الی 16:30 و پنجشنبه 8:00 الی 12:00,6,59,0,0
شنبه تا چهارشنبه ساعت 7 الی 19,5,72,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 7 صبح الی 15.30 (2ساعت شناوری),,,0,0
تمام وقت,,,0,0
شنبه تا جمعه -یک روز استراحت در هفته,,,0,0
ساعت کاری منعطف,,,0,1
شنبه تا چهارشنبه 9:30 تا 18. پنج شنبه ها 9:30  تا 16,5,51,0,0
شنبه تا چهارشنبه 7:00 الی 16:30,5,57,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا پنجشنبه,,,0,0
8 ساعت,,,0,0
شنبه تا چهارشنبه از 8 تا 17,5,54,0,0
شنبه تا چهارشنبه 8:30 الی 16:30 و پنجشنبه 8:30 الی 12:30,6,56,0,0
ایام هفته,,,0,0
شنبه تا چهارشنبه ساعت 7:30 الی 16:30,5,54,0,0
شنبه تا چهارشنبه,,,0,0
Saturdays - Wednesdays 8:30 - 17:30,,,0,0
شنبه تا چهارشنبه ساعت8 تا18,5,60,0,0
شنبه تا 4 شنبه از ساعت 9 تا 4,1,-5,0,0
Saturday to Wednesday,,,0,0
شنبه تا چهارشنبه 8 الی 18 و پنج شنبه 8 الی 16,5,68,0,0
8:30 الی 17:45,,,0,0
9:00 تا 17:00,,,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه 8 تا 16  پنج شنبه ها یک هفته درمیان از ساعت 7تا ساعت 11,5,48,0,0
شنبه تا پنجشنبه:از ساعت 8 الی 21,6,91,0,0
9 الی 17:30  پنجشنبه 9 الی 13:00,2,17,0,0
همه روزه - شیفتی,,,0,0
شنبه تا چهرشنبه 8-17,,,0,0
,,,0,0
شنبه تا چهارشنبه 8 تا 17 ـ پنج شنبه 8 تا 12,5,54,0,0
شنبه تا چهارشنبه از ساعت 8 الی 17 در صورت نیاز اضافه کاری اجباری,5,54,0,0
شنبه تا چهارشنبه 17-8 پنج شنبه 14-8,,,0,0
شنبه تا چهارشنبه 7:00-16:00  (2 ساعت شناوری واضافه کاری تا ساعت 19)/ پنجشنبه ها (اضافه کار),,,0,0
انتخابی,,,0,0
شنبه تا چهارشنبه 9:00 الی 17:30 پنج شنبه 9:00 الی 13:00,5,51,0,0
Saturday TO Wendsday,,,0,0
شنبه تا چهارشنبه ساعت 8 الی 16:30,5,51,0,0
شنبه تا چهارشنبه ساعت 7 الی 16:33,5,57.3,0,0
8:00 الی 16:48,,,0,0
شنبه تا چهارشنبه 8 تا 16/30  پنج شنبه 8 تا 12,5,48,0,0
شنبه تا چهارشنبه 8 الی 16/30 پنج شنبه 8 الی 12,5,48,0,0
شنبه تا چهارشنبه 8 تا 17/30,5,54,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه 9 الی 17 پنجشنبه 9الی 14,6,56,0,0
ایام هفته,,,0,0
شنبه تا چهارشنبه 8:0 الی 17:30 - پنج شنبه 8:30 الی 14:30,5,63,0,0
شنبه تا چهارشنبه,,,0,0
از ساعت 9 تا 17 پنجشنبه تا 13:00 جمعه تعطیل,3,24,0,0
شنبه تا چهارشنبه 8:30 الی 17:00، پنجشنبه 8:30 الی 12:30یک هفته درمیان,6,59,0,0
شنبه تا پنج شنبه,,,0,0
از شنبه تا چهارشنبه  ساعت 9 الی 18,5,54,0,0
روزهای شنبه تا چهارشنبه ساعت 8 الی 17- پنج شنبه (با احتساب اضافه کاری),5,54,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه 9 تا 18 و پنجشنبه 9 تا 13,6,62,0,0
طبق توافق,,,0,0
دلخواه,,,0,0
شنبه تا پنجشنبه,,,0,0
تمام وقت,,,0,0
8 صبح الی 16:45,,,0,0
Saturday to Wednesday From 9 to 18,,,0,0
شنبه تا چهارشنبه ساعت 08:30 تا 17:30  - پنجشنبه تا ساعت 12:30,5,54,0,0
شنبه تا چهارشنبه ساعت 9 تا 17,5,48,0,0
شنبه تا چهارشنبه ساعت 7:30تا16:30,5,54,0,0
شنبه تا چهارشنبه ( 17-8),,,0,0
شنبه تا چهارشنبه 07:45 تا 16:30 و پنجشنبه 9 تا 13,6,60.5,0,0
ایام هفته,,,0,0
شنبه تا چهارشنبه ساعت 11 تا18,5,42,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 8 تا 16,5,48,0,0
شنبه تا پنجشنبه از 8 تا 17,6,63,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه 8 تا 16:30 / پنجشنبه ها 8 تا 12,6,59.5,0,0
توافقی,,,0,0
شنبه تا چهارشنبه 9 الی 17 پنجشنبه ها تا 13,6,56,0,0
از شنبه تا چهارشنبه,,,0,0
شنبه تا پنج شنبه: 7:630 الی 16:45,1,-13.25,0,0
شنبه تا چهارشنبه 7:30 الی 16:15,5,52.5,0,0
9 الی 18,,,0,0
شنبه تا پنجشنبه طبق وزارت کار,,,0,0
شنبه الی چهارشنبه,,,0,0
شنبه تا پنجشنبه 8صبح الی 5 بعد از ظهر,,,0,0
شنبه تا چهارشنبه,,,0,0
8 تا 16:40,,,0,0
شنبه تا چهارشنبه 8 الی 18 با تایم ناهار و استراحت بین روز و پنج شنبه ها 8 الی 14,5,66,0,0
شنبه تا چهارشنبه 8:30 الی 17:30,5,54,0,0
5 روز هفته 8 الی 17,,,0,0
شنبه تا پنج شنبه ساعت 9:30 الی 20:30,1,11,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 9 تا 17 پنج شنبه 9 تا 13,5,48,0,0
شنبه تا چهار شنبه 7:30 الی 16:00 پنجشنبه تا 12:00,2,17,0,0
شنبه تا چهارشنبه 07:45 تا 16:30,5,52.5,0,0
شنبه تا چهارشنبه 7 الی 17,5,60,0,0
انتخابی,,,0,0
شنبه تا چهارشنبه ساعت 7:00 تا16:00,5,54,0,0
شنبه تا چهارشنبه8.5تا18-پنج شنبه ها تا12,5,78,0,0
شنبه تا چهارشنبه ساعت 8:00 الی 17:30,5,57,0,0
شنبه تا چهارشنبه از ساعت 9 تا 18 و پنج شنبه ها تعطیل,5,54,0,0
شنبه تا پنج شنبه 8 صبح الی 16,,,0,0
شنبه تا چهارشنبه 07:30 الی 16:30,5,54,0,0
ساعتی,,,0,0
ساعت کاری: شنبه تا چهارشنبه 8:00 الی 17 - پنج شنبه ها تعطیل,5,54,0,0
,,,0,0
شنبه تا پنجشنبه 8 تا 16,6,56,0,0
ایام هفته,,,0,0
8:00 الی 12:30 -17:00 الی 20:00 - یا  13:00 الی 20:30,,,0,0
شنبه تا سه شنبه 8 الی 17 - چهارشنبه 8 الی 16 - درصورت حضور پنج شنبه ها اضافه کاری,5,61,0,0
شنبه تا چهارشنبه,,,0,0
یکشنبه تا پنجشنبه09:00 الی 18:00,6,63,0,0
44 ساعت در هفته,,,0,0
7 الی 16:30,,,0,0
8 الی 16,,,0,0
11 تا 19,,,0,0
7:30 الی 16:30 - شنبه تا چهارشنبه و پنج شنبه ها تعطیل,,,0,0
شنبه تا چهارشنبه 08:30 الی 18:00,5,57,0,0
شنبه الی چهارشنبه 08:00 الی 17:00,5,54,0,0
روزانه,,,0,0
شنبه تا جمعه,,,0,0
شنبه تا چهارشنبه از ساعت 08:00 الی 16:30 و پنجشنبه ها تا ساعت 12:00,5,51,0,0
شنبه تا چهارشنبه از ساعت 8:30 الی 17 و پنج شنبه 8:30 الی 12:30,5,55,0,0
شنبه تا چهارشنبه ساعت 7:15 الی 16(45 دقیقه شناوری),5,52.5,0,0
ساعت 10 الی 18:30 روزهای شنبه _ چهارشنبه / ساعت 9 الی 13 روزهای پنج شنبه,2,17,0,0
تمام وقت,,,0,0
شنبه تا پنج شنبه ساعت 9:30 تا 18,1,8.5,0,0
شنبه تا چهارشنبه 8:00 الی 17:30,5,57,0,0
شنبه تا چهارشنبه 07:30 صبح تا 17:00,,,0,0
شنبه تا چهارشنبه روزی 9 ساعت (ساعت کاری منعطف ودارای شناوری),,,0,1
ساعت کاری مطابق قانون کار می باشد.,,,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
شنبه تا چهارشنبه 8-17:15,,,0,0
دلخواه,,,0,0
شنبه الی پنج شنبه  7:30 تا 15,1,7.5,0,0
8 تا 16,,,0,0
شنبه تا چهارشنبه از 7الی 15:30,5,51,0,0
هفت روز هفته,,,0,0
9:00 تا 21:00 و یک روز در هفته تعطیل,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا پنج شنبه 8 الی 18,1,10,0,0
Saturday to Wednesday(40 hours per week),,,0,0
6 روز درهفته,,,0,0
شنبه تا پنجشنبه 7 الی 14:20,6,51.33333333,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 8:30 تا 17:30- پنج شنبه ها 8:30 تا 12:30,5,58,0,0
شنبه تا چهارشنبه ساعت 9 تا 17 و پنجشنبه ساعت 9تا 13,6,56,0,0
شنبه تا چهارشنبه 7:30 الی 17,5,57,0,0
منعطف,,,0,1
شنبه تا چهارشنبه از ساعت 7:30 تا 16:30 (یک ساعت شناور),5,54,0,0
شنبه تا چهارشنبه 07:45 تا 16:30 به همراه اضافه کاری در صورت نیاز,5,52.5,0,0
شنبه تا چهارشنبه 8:30 تا 17 و پنج شنبه 8:30 تا 13,5,55.5,0,0
فول تایم,,,0,0
شنبه تا چهارشنبه 18-9 پنجشنبه 14-9,,,0,0
6 روز در هفته 8 - 10 ساعت,,,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
8 الی 5 بعدازظهر,,,0,0
شنبه الی چهارشنبه 8 الی17,5,54,0,0
شنبه تا پنجشنبه ساعت 7 تا 15,6,56,0,0
شنبه تا چهارشنبه 16:30-08:00   -   پنج شنبه 12:30-08:00,,,0,0
9.30 الی 18.30,,,0,0
شنبه تا چهار شنبه 8-17 پنجشنبه 8-14,,,0,0
شنبه تا پنج شنبه ساعت 8:30 الی 18:00,1,9.5,0,0
از شنبه تا چهارشنبه 8 الی 17,5,54,0,0
شنبه تا چهارشنبه ساعت 8 الی 17,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه 17-8,,,0,0
شنبه تا چهارشنبه 8:30 الی 17:45,5,55.5,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه 9 تا 17 - پنج شنبه 9 تا 13,5,52,0,0
شنبه الی چهارشنبه 8:30 الی 17 و پنجشنبه 8:30 الی 13,6,60,0,0
شنبه الی چهارشنبه - 8:00 الی 17:30,,,0,0
: شنبه تا چهارشنبه 9:30 الی 17:30 ، پنجشنبه ها 9:30 تا 14:30,6,58,0,0
شنبه تا چهارشنبه از ساعت 8:00 الی 17:00,5,54,0,0
هر روز  و ساعت کاری منعطف,,,0,1
شنبه تا چهارشنبه  از ساعت 8 الی 16:45,5,52.5,0,0
شنبه تا چهارشنبه 9الی 17,5,48,0,0
8 تا 17,,,0,0
شنبه تا چهارشنبه 7:45 الی 17:00 و پنج شنبه ها تعطیل,5,55.5,0,0
شنبه تا چهارشنبه,,,0,0
7 الی 18:30,,,0,0
شنبه تا چهارشنبه  ساعت 8 الی 17,5,54,0,0
شنبه تا چهارشنبه از ساعت 8 الی 18 (با اضافه کار) پنج شنبه از ساعت 8 الی 14 (با اضافه کار),5,60,0,0
شیفت صبح (8 الی 16) شیفت عصر (16 الی 24),,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه : 8 صبح تا 16:30 و پنج شنبه 8 تا 12,1,4,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه 7:00 تا 19:00 و پنجشنبه 7:00 تا 15:00 (ساعت کاری 16 تا 19 اضافه کاری  است و با حضور کامل، در هفته 24 ساعت اضافه کاری لحاظ میگردد  ),6,88,0,0
شنبه تا پنجشنبه,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه ( پنجشنبه ها تعطیل ) 8 تا 17,6,63,0,0
07:00 الی19:00,,,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه از ساعت 7:00 لغایت 16:30,,,0,0
شنبه تا چهارشنبه ساعت 8:30 تا 16:00,5,45,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
Saturday To Wednesday From 8:00 AM - 5:00 Pm,,,0,0
شنبه تا چهارشنبه ساعت 8  - 17:30,,,0,0
شنبه تا چهارشنبه 8 الی 17 - پنج شنبه 8 الی 13,5,59,0,0
شنبه تا پنج شنبه 8 ساعت روزانه,,,0,0
شنبه تا چهارشنبه 9 الی 18.30,5,54,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه از ساعت 8:00 تا 16:30 و پنجشنبه ها از ساعت 8:00 تا 12:00,6,59,0,0
تمام وقت یا پاره وقت,,,0,0
شنبه تا چهارشنبه ساعت 8:00 تا 17:00,5,54,0,0
شنبه لغایت  چهارشنبه 8 صبح تا 17:00,,,0,0
شنبه تا چهارشنبه 8الی16/30     پنج شنبه ها 8 الی 12,5,48,0,0
,,,0,0
شنبه تا چهارشنبه 8:15 الی 17:00 پنجشنبه 8:15 الی 14:00,6,61.25,0,0
شنبه تا چهارشنبه 8:30 تا 16.5..پنجشنبه تا 15,6,52.5,0,0
شنبه الی چهارشنبه - از ساعت 8:15 الی 17,,,0,0
شنبه تا چهارشنبه,,,0,0
هر روز هفته بسته به شرایط کاری خودتان,,,0,0
سه شیفت چرخشی,,,0,0
تمام وقت,,,0,0
شنبه تا چهارشنبه 8:30 الی 17,5,51,0,0
Saturday to Wednesday,,,0,0
شنبه الی پنجشنبه - ساعت 7:30 الی 17:00,,,0,0
انتخابی,,,0,0
شنبه الی چهار شنبه 9:00 الی 17:00 پنج شنبه 9:00 الی 13:00,1,8,0,0
شنبه تا پنجشنبه,,,0,0
متغیر نسبت به شرایط کارمند,,,0,0
شنبه تا چهارشنبه از ساعت 08:00 الی 16:30 پنجشنبه از ساعت 08:00 الی 12:00,6,59.5,0,0
شنبه تا چهارشنبه 8 تا 17:30,5,57,0,0
شنبه تا چهارشنبه 9 الی 17 و پنجشنبه ها 9 الی 14,6,58,0,0
شنبه تا چهارشنبه 8:00-16:30 پنجشنبه تا 12,,,0,0
شنبه تا پنجشنبه 9 الی 17,6,56,0,0
شنبه تا پنج شنبه - 8 الی 15,,,0,0
شنبه تا چهارشنبه از ساعت 8 الی 17:30 پنج شنبه ها 13:30,5,57,0,0
شنبه تا چهارشنبه از ساعت 7:15 الی  16:00,5,52.5,0,0
کار به صورت پاره وقت بوده و از شنبه تا چهارشبه، قابلیت انتخاب دارد.,,,0,0
شنبه چهارشنبه از 9-17/30 پنج شنبه از 9-13,,,0,0
چرخشی,,,0,0
شنبه تا چهارشنبه از ساعت 8 تا 17,5,54,0,0
شنبه تا پنج شنبه 8:00 الی 16:30,1,8.5,0,0
شنبه تا چهرشنبه 8 الی 16 و پنجشنبه 8 الی 12,2,16,0,0
شنبه تا چهارشنبه 7:45 - 17,,,0,0
شنبه تا چهارشنبه 9:15 الی 18,5,52.5,0,0
شنبه تا چهارشنبه 8 الی 17 - پنجشنبه 8 الی 12,6,62,0,0
شنبه تا چهارشنبه 8:30 الی 17 - پنجشنبه 8:30 الی 13,6,60,0,0
شنبه تا چهارشنبه 07:00 الی 19:00 پنجشنبه از ساعت 06:00 الی 14:00 ظهر,6,84,0,0
شنبه تا چهارشنبه  8 الی 16:30,5,51,0,0
از شنبه تا چهارشنبه- 8 تا 17,,,0,0
شنبه تا چهارشنبه ساعت 8:30 الی 17:15,5,52.5,0,0
"از شنبه تا چهار شنبه از 8:00 صبح تا 17:00 , پنجشنبه ها یک هفته در میان 8:00 تا 13:00",2,10,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه ساعت 9 تا 18,5,54,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه از ساعت 8 صبح الی16:45,,,0,0
شنبه تا چهارشنبه 7:30 الی 17,5,57,0,0
مطابق قوانین کار,,,0,0
شنبه تا چهار شنبه 8 تا 16.30 پنج شنبه 8 تا 13,1,8,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه تا چهارشنبه 09:30 لغایت 18:00 پنج شنبه 09:30 الی 13:30,5,24,0,0
شنبه تا چهارشنبه 8-16 / پنج شنبه 8-12,,,0,0
روزهای کاری از شنبه الی چهارشنبه  و پنج شنبه ها نیمه وقت می باشد,,,0,0
شنبه تا چهارشنبه از ساعت 7 الی 16,5,54,0,0
شنبه تا چهارشنبه 8 الی 16 پنجشنبه 8 الی 15,6,56,0,0
شنبه تا چهارشنبه 8:30 تا 16:30 - پنجشنبه 9:00 تا 12:30,6,55,0,0
شنبه تا پنج شنبه ساعت 9:30 الی 12:30,1,3,0,0
شنبه تا چهارشنبه 11 تا 18,5,42,0,0
شنبه الی پنجشنبه - ساعت 7:30 الی 17:00,,,0,0
تمام روز هفته 8 صبح تا 20,,,0,0
شنبه تا چهارشنبه 8 تا 16 پنجشنبه 8 تا 12,6,56,0,0
8 ساعت,,,0,0
شنبه تا چهارشنبه:  8:30 الی 16:30  پنجشنبه: 8:30 الی 12:30,6,56,0,0
شنبه تا چهارشنبه 8.30 الی 17 و پنجشنبه یک هفته در میان از ساعت الی 8.30 الی 13,6,-112,0,0
شنبه تا چهارشنبه 8:00 الی 17:00,5,54,0,0
شنبه تاچهارشنبه از ساعت 8:15 تا 17:00 پنجشنبه ها دو هفته کاری از ساعت  8:15تا 13:00,6,61.25,0,0
شنبه تا پنج شنبه ساعت7 الی 19,1,12,0,0
شنبه تا چهارشنبه 7 الی 16,5,54,0,0
شنبه الی پنجشنبه,,,0,0
7 تا 16,,,0,0
شنبه تا چهارشنبه ساعت 07:30 تا 16:15 . پنج شنبه 8:30 تا 12:20,5,52.5,0,0
شنبه تا چهارشنبه 9تا 18 و پنجشنبه 9 تا 15,6,66,0,0
شنبه تا چهارشنبه 8:30الی 16:30,5,48,0,0
شنبه تا چهارشنبه 8:00 الی 16:30,5,51,0,0
شنبه تا چهارشنبه از ساعت 9 الی 17:50 و یک پنج شنبه در ماه از ساعت 9 الی 13,5,57,0,0
دلخواه,,,0,0
شنبه تا چهارشنبه ساعت 8 الی16:30-پنجشنبه ها هر 2 هفته یکبار,5,51,0,0
-,,,0,0
شنبه تا چهارشنبه ساعت 8 تا 17,5,54,0,0
شنبه تا چهارشنبه از ساعت 8:30 الی 18,5,57,0,0
طبق قانون کار,,,0,0
شنبه تا چهارشنبه 8:30-16:30 / پنجشنبه 8:30-13,,,0,0
شنبه تا چهارشنبه 9 تا 17، پنج شنبه 9 تا 13 / همراه با شیفت,5,52,0,0
شنبه تا چهارشنبه 7 تا 16:15 / 8:15 تا 17:30,5,55.5,0,0
مطابق قانون کار,,,0,0
شنبه تا چهارشنبه 8 الی 17,5,54,0,0
پاره وقت بین روزهای شنبه تا پنج شنبه ساعت 8 صبح تا 20,,,0,0
شنبه تا چهارشنبه 9:00 تا 17:00- پنج شنبه 9:00 تا 13:00,5,52,0,0
شنبه تا چهارشنبه ها 8 الی 16.پنجشنبه ها 8 تا 12,6,56,0,0
شنبه تا چهارشنبه از ساعت 8:15 تا 17:30 و پنجشنبه 8 تا 12,6,63.5,0,0
شنبه تا چهارشنبه 9الی 17,5,48,0,0
پاره وقت,,,0,0
شنبه تا چهارشنه ساعت 8:00 الی 17:00,1,9,0,0
شنبه تا پنج شنبه,,,0,0
شنبه تا چهارشنبه 16:30-08:00   -   پنج شنبه 12:30-08:00,,,0,0
شنیه تا چهارشنبه از 8:30 تا 16:30 و پنجشنبه 8:30 تا 12:30,3,24,0,0
شنبه تا چهارشنبه 8 الی 18 و پنج شنبه 8 الی 16,5,68,0,0
شنبه تا پنج شنبه,,,0,0
"از شنبه تا چهار شنبه از 8:00 صبح تا 17:00 , پنجشنبه ها یک هفته در میان 8:00 تا 13:00",2,10,0,0
شنبه تا پنج شنبه از ساعت 8:30 الی 17:30,1,9,0,0
شنبه تا چهارشنبه 8 تا 17,5,54,0,0
شنبه تا چهارشنبه,,,0,0
شنبه تا چهارشنبه ، 8 الی 16:30,,,0,0
